Date,Open,High,Low,Close,Adj Close,Volume
1980-10-15,10.937500,11.187500,10.937500,11.187500,2.065266,77600
1980-10-16,11.187500,11.781250,10.968750,11.062500,2.042192,158400
1980-10-17,10.968750,10.968750,10.750000,10.781250,1.990270,33600
1980-10-20,10.781250,10.781250,10.656250,10.781250,1.990270,30400
1980-10-21,10.781250,10.968750,10.781250,10.875000,2.007579,36000
1980-10-22,10.875000,10.937500,10.750000,10.750000,1.984503,28000
1980-10-23,10.656250,10.656250,10.468750,10.562500,1.949889,63600
1980-10-24,10.562500,10.781250,10.250000,10.781250,1.990270,124800
1980-10-27,10.625000,10.625000,10.218750,10.343750,1.909507,63600
1980-10-28,10.343750,10.468750,10.343750,10.468750,1.932583,14800
1980-10-29,10.468750,10.625000,10.437500,10.468750,1.932583,38800
1980-10-30,10.468750,10.562500,10.218750,10.250000,1.892200,11600
1980-10-31,10.250000,10.250000,10.125000,10.250000,1.892200,50000
1980-11-03,10.250000,10.875000,10.250000,10.875000,2.007579,20000
1980-11-05,11.250000,11.750000,11.250000,11.250000,2.076805,183200
1980-11-06,11.250000,11.250000,11.156250,11.187500,2.065266,18800
1980-11-07,11.062500,11.062500,10.875000,10.968750,2.024885,35600
1980-11-10,11.031250,11.093750,11.031250,11.031250,2.036422,26400
1980-11-11,11.031250,11.031250,10.875000,11.031250,2.036422,41600
1980-11-12,11.156250,11.281250,11.156250,11.250000,2.076805,173600
1980-11-13,11.375000,11.406250,11.375000,11.406250,2.105649,230800
1980-11-14,11.406250,11.500000,11.250000,11.500000,2.122956,96400
1980-11-17,11.468750,11.468750,11.187500,11.468750,2.117187,72400
1980-11-18,11.468750,11.687500,11.406250,11.562500,2.134493,49200
1980-11-19,11.656250,11.875000,11.656250,11.750000,2.169106,119600
1980-11-20,11.750000,12.406250,11.750000,12.218750,2.255640,114000
1980-11-21,12.531250,12.843750,12.531250,12.812500,2.365249,89200
1980-11-24,12.593750,12.593750,12.187500,12.500000,2.307561,66800
1980-11-25,12.687500,13.125000,12.687500,13.093750,2.417169,191600
1980-11-26,13.093750,13.125000,12.812500,12.937500,2.388327,78000
1980-11-28,12.937500,13.000000,12.843750,13.000000,2.399862,58800
1980-12-01,13.000000,13.031250,12.718750,12.718750,2.347945,54400
1980-12-02,12.500000,12.500000,11.375000,11.687500,2.157569,103200
1980-12-03,12.000000,12.375000,12.000000,12.375000,2.284486,253600
1980-12-04,12.375000,12.406250,12.187500,12.218750,2.255640,52000
1980-12-05,12.000000,12.000000,11.593750,11.968750,2.209491,70800
1980-12-08,11.906250,11.906250,11.062500,11.093750,2.047960,112400
1980-12-09,11.093750,11.281250,11.062500,11.281250,2.082573,130000
1980-12-10,11.250000,11.250000,10.781250,11.062500,2.042192,43600
1980-12-11,11.062500,11.406250,10.843750,11.406250,2.105649,302400
1980-12-12,11.406250,11.781250,11.375000,11.781250,2.174876,84000
1980-12-15,11.875000,12.000000,11.875000,12.000000,2.215257,135600
1980-12-16,12.000000,12.000000,11.875000,11.906250,2.197952,36800
1980-12-17,12.000000,12.687500,12.000000,12.500000,2.307561,98000
1980-12-18,12.625000,13.218750,12.625000,12.718750,2.347945,82800
1980-12-19,12.718750,12.812500,12.625000,12.812500,2.365249,22800
1980-12-22,12.812500,12.937500,12.625000,12.718750,2.347945,37200
1980-12-23,12.718750,12.718750,12.500000,12.500000,2.307561,39600
1980-12-24,12.500000,13.031250,12.500000,13.031250,2.405632,55600
1980-12-26,12.937500,12.937500,12.906250,12.937500,2.388327,5200
1980-12-29,13.218750,13.531250,13.218750,13.218750,2.440245,75200
1980-12-30,13.218750,13.250000,12.843750,12.843750,2.371019,105600
1980-12-31,12.843750,12.843750,12.718750,12.718750,2.347945,103200
1981-01-02,12.718750,13.187500,12.718750,13.031250,2.405632,118000
1981-01-05,13.031250,13.093750,12.843750,12.906250,2.382557,70000
1981-01-06,12.843750,12.843750,12.312500,12.312500,2.272947,75600
1981-01-07,12.062500,12.062500,11.906250,12.000000,2.215257,280000
1981-01-08,12.000000,12.312500,11.593750,11.593750,2.140262,184400
1981-01-09,11.593750,11.781250,11.500000,11.593750,2.140262,256000
1981-01-12,11.593750,11.593750,11.156250,11.187500,2.065266,66400
1981-01-13,11.187500,11.187500,10.750000,11.187500,2.065266,111200
1981-01-14,11.187500,11.375000,11.187500,11.375000,2.099880,153200
1981-01-15,11.375000,11.593750,11.375000,11.593750,2.140262,24400
1981-01-16,11.593750,11.750000,11.562500,11.687500,2.157569,58000
1981-01-19,11.687500,11.750000,11.687500,11.750000,2.169106,34800
1981-01-20,11.750000,11.781250,11.593750,11.687500,2.157569,168800
1981-01-21,11.500000,11.500000,11.343750,11.343750,2.094111,100800
1981-01-22,11.343750,11.500000,11.281250,11.375000,2.099880,24800
1981-01-23,11.281250,11.281250,10.875000,11.031250,2.036422,52000
1981-01-26,11.031250,11.093750,10.843750,10.843750,2.001808,25200
1981-01-27,10.875000,11.250000,10.875000,10.937500,2.019115,39200
1981-01-28,11.031250,11.156250,11.031250,11.062500,2.042192,94400
1981-01-29,11.062500,11.093750,10.875000,11.062500,2.042192,20400
1981-01-30,11.062500,11.187500,10.937500,10.937500,2.019115,215200
1981-02-02,10.750000,10.750000,9.812500,9.968750,1.840280,120400
1981-02-03,10.125000,10.437500,10.125000,10.312500,1.903737,168000
1981-02-04,10.343750,10.750000,10.343750,10.687500,1.972965,333600
1981-02-05,10.875000,11.093750,10.875000,11.093750,2.047960,108800
1981-02-06,11.062500,11.062500,10.875000,10.875000,2.007579,87600
1981-02-09,10.875000,10.875000,10.343750,10.343750,1.909507,76800
1981-02-10,10.343750,10.625000,10.343750,10.625000,1.961427,38000
1981-02-11,10.625000,10.625000,10.343750,10.343750,1.909507,219200
1981-02-12,10.343750,10.531250,10.312500,10.375000,1.915275,140800
1981-02-13,10.375000,10.531250,10.250000,10.531250,1.944120,92400
1981-02-17,10.531250,11.500000,10.437500,11.250000,2.076805,348800
1981-02-18,11.250000,11.562500,11.187500,11.500000,2.122956,406800
1981-02-19,11.500000,11.500000,11.093750,11.093750,2.047960,106000
1981-02-20,11.062500,11.062500,10.468750,10.531250,1.944120,95200
1981-02-23,10.531250,10.687500,10.468750,10.687500,1.972965,209200
1981-02-24,10.625000,10.625000,10.156250,10.250000,1.892200,148800
1981-02-25,10.250000,10.343750,10.062500,10.343750,1.909507,196400
1981-02-26,10.562500,10.968750,10.562500,10.968750,2.024885,118800
1981-02-27,11.156250,11.281250,11.156250,11.250000,2.076805,125200
1981-03-02,11.250000,11.687500,11.250000,11.687500,2.157569,104400
1981-03-03,11.687500,11.812500,11.562500,11.562500,2.134493,107600
1981-03-04,11.562500,11.562500,11.375000,11.375000,2.099880,135200
1981-03-05,11.375000,11.375000,11.156250,11.156250,2.059499,100800
1981-03-06,11.156250,11.187500,11.031250,11.093750,2.047960,56400
1981-03-09,11.093750,11.500000,11.093750,11.500000,2.122956,28800
1981-03-10,11.500000,11.593750,11.375000,11.375000,2.099880,72800
1981-03-11,11.375000,11.750000,11.250000,11.281250,2.082573,124400
1981-03-12,11.093750,11.093750,10.875000,10.968750,2.024885,63600
1981-03-13,10.937500,10.937500,10.562500,10.562500,1.949889,30800
1981-03-16,10.562500,10.687500,10.437500,10.687500,1.972965,75600
1981-03-17,10.687500,11.031250,10.687500,10.968750,2.024885,44400
1981-03-18,10.968750,11.375000,10.968750,11.062500,2.042192,80800
1981-03-19,11.156250,11.375000,11.156250,11.250000,2.076805,112000
1981-03-20,11.250000,11.250000,11.093750,11.093750,2.047960,35200
1981-03-23,11.093750,11.562500,11.093750,11.562500,2.134493,36800
1981-03-24,11.562500,11.593750,11.468750,11.500000,2.122956,250400
1981-03-25,11.500000,11.812500,11.500000,11.812500,2.180645,88000
1981-03-26,11.781250,11.781250,11.562500,11.687500,2.157569,37200
1981-03-27,11.687500,11.687500,11.500000,11.500000,2.122956,52000
1981-03-30,11.375000,11.375000,11.250000,11.281250,2.082573,66400
1981-03-31,11.281250,11.812500,11.250000,11.781250,2.174876,157600
1981-04-01,11.781250,11.906250,11.687500,11.812500,2.180645,52800
1981-04-02,11.875000,12.000000,11.875000,12.000000,2.215257,108000
1981-04-03,12.000000,12.218750,12.000000,12.218750,2.255640,67200
1981-04-06,12.218750,12.312500,12.062500,12.187500,2.249872,92400
1981-04-07,12.187500,12.312500,12.093750,12.312500,2.272947,93200
1981-04-08,12.218750,12.218750,12.093750,12.093750,2.232565,69600
1981-04-09,12.093750,12.218750,12.000000,12.218750,2.255640,166400
1981-04-10,12.312500,12.625000,12.312500,12.625000,2.330636,288400
1981-04-13,12.593750,12.593750,12.218750,12.218750,2.255640,170000
1981-04-14,11.906250,11.906250,11.250000,11.250000,2.076805,230000
1981-04-15,11.250000,11.687500,11.250000,11.656250,2.151800,200800
1981-04-16,11.906250,12.218750,11.906250,12.093750,2.232565,218800
1981-04-20,12.125000,12.375000,12.125000,12.375000,2.284486,365600
1981-04-21,12.375000,12.500000,12.000000,12.000000,2.215257,114800
1981-04-22,12.000000,12.000000,10.875000,11.156250,2.059499,345600
1981-04-23,11.093750,11.093750,10.875000,11.093750,2.047960,121200
1981-04-24,11.093750,11.093750,10.156250,10.750000,1.984503,166000
1981-04-27,10.750000,10.781250,10.468750,10.562500,1.949889,93200
1981-04-28,10.562500,10.656250,10.312500,10.375000,1.915275,80400
1981-04-29,10.375000,10.468750,10.250000,10.343750,1.909507,92800
1981-04-30,10.468750,10.968750,10.468750,10.968750,2.024885,82400
1981-05-01,10.968750,11.250000,10.968750,11.093750,2.047960,29600
1981-05-04,11.093750,11.375000,10.625000,11.375000,2.099880,55200
1981-05-05,11.375000,11.500000,11.187500,11.500000,2.122956,75200
1981-05-06,11.562500,12.125000,11.562500,12.093750,2.232565,102400
1981-05-07,12.093750,12.218750,11.906250,12.093750,2.232565,111200
1981-05-08,12.093750,12.093750,11.781250,11.781250,2.174876,45600
1981-05-11,11.750000,11.750000,11.406250,11.406250,2.105649,18000
1981-05-12,11.250000,11.250000,11.062500,11.250000,2.076805,110000
1981-05-13,11.250000,11.500000,11.187500,11.281250,2.082573,116800
1981-05-14,11.281250,11.687500,11.281250,11.593750,2.140262,22400
1981-05-15,11.593750,11.687500,11.343750,11.500000,2.122956,75200
1981-05-18,11.500000,11.500000,11.250000,11.281250,2.082573,62000
1981-05-19,11.250000,11.250000,11.156250,11.187500,2.065266,21200
1981-05-20,11.187500,11.687500,11.187500,11.687500,2.157569,112800
1981-05-21,11.781250,12.000000,11.781250,11.906250,2.197952,111600
1981-05-22,11.875000,11.875000,11.406250,11.406250,2.105649,102000
1981-05-26,11.406250,11.500000,11.250000,11.500000,2.122956,220400
1981-05-27,11.500000,11.687500,11.468750,11.687500,2.157569,144400
